@RELATION training

@ATTRIBUTE currentTimeSlot NUMERIC
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE hourAhead NUMERIC
@ATTRIBUTE date NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE NUMBER_OF_BROKERS NUMERIC
@ATTRIBUTE NUMBER_OF_PRODUCERS NUMERIC
@ATTRIBUTE PrevDayHAMarketClearingPrice NUMERIC
@ATTRIBUTE PrevHAMarketClearingPrice NUMERIC
@ATTRIBUTE CloudCoverage NUMERIC
@ATTRIBUTE Temperature NUMERIC
@ATTRIBUTE WSpeed NUMERIC
@ATTRIBUTE WDirection NUMERIC
@ATTRIBUTE MarketClearingPrice NUMERIC

@DATA
1,1,23,23,10,2016,4,1,0.0,0.0,0.964,10.0,226.0,6.37,13.255873255334103
1,1,22,23,10,2016,4,1,0.0,13.255873255334103,0.954,9.7,228.0,6.27,31.103585265955637
1,1,21,23,10,2016,4,1,0.0,31.103585265955637,0.958,10.0,226.0,5.95,31.115472041395485
1,1,20,23,10,2016,4,1,0.0,31.115472041395485,0.945,10.1,226.0,5.9,31.452428368754482
1,1,19,23,10,2016,4,1,0.0,31.452428368754482,0.947,9.8,224.0,5.92,33.94584594242348
1,1,18,23,10,2016,4,1,0.0,33.94584594242348,0.957,10.3,220.0,5.85,34.13025847939785
1,1,17,23,10,2016,4,1,0.0,34.13025847939785,0.93,9.9,217.0,5.66,34.13374779307078
1,1,16,23,10,2016,4,1,0.0,34.13374779307078,0.954,10.5,215.0,5.4,34.152236484771265
1,1,15,23,10,2016,4,1,0.0,34.152236484771265,0.946,10.5,212.0,5.79,34.28443964647615
1,1,14,23,10,2016,4,1,0.0,34.28443964647615,0.925,10.6,210.0,6.05,34.30053164350142
1,1,13,23,10,2016,4,1,0.0,34.30053164350142,0.895,10.7,208.0,5.84,34.39080283863596
1,1,12,23,10,2016,4,1,0.0,34.39080283863596,0.896,11.2,210.0,5.98,34.39685636186694
1,1,11,23,10,2016,4,1,0.0,34.39685636186694,0.924,11.8,208.0,6.03,34.40837882675711
1,1,10,23,10,2016,4,1,0.0,34.40837882675711,0.974,11.9,203.0,6.04,34.319210386024544
1,1,9,23,10,2016,4,1,0.0,34.319210386024544,0.934,12.3,202.0,5.75,34.282683297276805
1,1,8,23,10,2016,4,1,0.0,34.282683297276805,0.919,12.8,204.0,5.85,34.48514581295532
1,1,7,23,10,2016,4,1,0.0,34.48514581295532,0.927,14.3,206.0,6.13,34.5291672787895
1,1,6,23,10,2016,4,1,0.0,34.5291672787895,0.955,14.0,209.0,6.26,34.2452720151503
1,1,5,23,10,2016,4,1,0.0,34.2452720151503,1.0,14.0,215.0,6.5,34.44675682767002
1,1,4,23,10,2016,4,1,0.0,34.44675682767002,1.0,13.1,207.0,7.36,34.58280575753317
1,1,3,23,10,2016,4,1,0.0,34.58280575753317,1.0,12.4,208.0,6.52,34.49559108503497
1,1,2,23,10,2016,4,1,0.0,34.49559108503497,1.0,13.1,208.0,6.98,34.71307316114517
1,1,1,23,10,2016,4,1,0.0,34.71307316114517,0.957,14.0,211.0,7.07,34.50984169122699
1,1,0,23,10,2016,4,1,0.0,34.50984169122699,1.0,11.9,215.0,6.48,34.63123169360386
2,2,23,23,10,2016,4,1,0.0,0.0,0.964,10.1,226.0,6.37,13.376748066692228
2,2,22,23,10,2016,4,1,0.0,13.376748066692228,0.954,9.8,228.0,6.27,26.491218989977025
2,2,21,23,10,2016,4,1,0.0,26.491218989977025,0.958,10.1,226.0,5.95,29.384261205590533
2,2,20,23,10,2016,4,1,0.0,29.384261205590533,0.945,10.2,226.0,5.9,29.49707525753977
2,2,19,23,10,2016,4,1,0.0,29.49707525753977,0.947,9.9,224.0,5.92,29.15949555436052
2,2,18,23,10,2016,4,1,0.0,29.15949555436052,0.957,10.4,220.0,5.85,29.59552754894468
2,2,17,23,10,2016,4,1,0.0,29.59552754894468,0.93,10.0,217.0,5.66,29.816202453117924
2,2,16,23,10,2016,4,1,0.0,29.816202453117924,0.954,10.6,215.0,5.4,29.876484715332097
2,2,15,23,10,2016,4,1,0.0,29.876484715332097,0.946,10.6,212.0,5.79,29.615045067015462
2,2,14,23,10,2016,4,1,0.0,29.615045067015462,0.925,10.7,210.0,6.05,29.78314709150811
2,2,13,23,10,2016,4,1,0.0,29.78314709150811,0.895,10.8,208.0,5.84,29.73710001945154
2,2,12,23,10,2016,4,1,0.0,29.73710001945154,0.896,11.3,210.0,5.98,29.81925099671186
2,2,0,23,10,2016,4,1,0.0,0.0,1.0,12.0,215.0,6.48,30.78973855825044
3,3,23,23,10,2016,4,1,0.0,0.0,0.964,10.3,226.0,6.37,13.333065074056405
3,3,22,23,10,2016,4,1,0.0,13.333065074056405,0.954,10.0,228.0,6.27,28.968541508580277
3,3,21,23,10,2016,4,1,0.0,28.968541508580277,0.958,10.3,226.0,5.95,29.367519960288387
3,3,20,23,10,2016,4,1,0.0,29.367519960288387,0.945,10.4,226.0,5.9,29.570812554290903
3,3,19,23,10,2016,4,1,0.0,29.570812554290903,0.947,10.1,224.0,5.92,30.12773367735488
3,3,18,23,10,2016,4,1,0.0,30.12773367735488,0.957,10.6,220.0,5.85,30.47850342839995
3,3,17,23,10,2016,4,1,0.0,30.47850342839995,0.93,10.2,217.0,5.66,30.42621728913823
3,3,16,23,10,2016,4,1,0.0,30.42621728913823,0.954,10.8,215.0,5.4,30.704744649147123
3,3,15,23,10,2016,4,1,0.0,30.704744649147123,0.946,10.8,212.0,5.79,30.535619352368098
3,3,14,23,10,2016,4,1,0.0,30.535619352368098,0.925,10.9,210.0,6.05,30.696994463687375
3,3,13,23,10,2016,4,1,0.0,30.696994463687375,0.895,11.0,208.0,5.84,30.724175329997642
3,3,12,23,10,2016,4,1,0.0,30.724175329997642,0.896,11.5,210.0,5.98,30.591554992292398
3,3,11,23,10,2016,4,1,0.0,30.591554992292398,0.924,12.1,208.0,6.03,30.802379828150702
3,3,0,23,10,2016,4,1,0.0,0.0,1.0,12.2,215.0,6.48,30.90733889292052
4,4,23,23,10,2016,4,1,0.0,0.0,0.964,10.4,226.0,5.37,13.47878744144223
4,4,22,23,10,2016,4,1,0.0,13.47878744144223,0.954,10.1,228.0,5.27,31.33722217313799
4,4,21,23,10,2016,4,1,0.0,31.33722217313799,0.958,10.4,226.0,4.95,31.26063739292971
4,4,20,23,10,2016,4,1,0.0,31.26063739292971,0.945,10.5,226.0,4.9,31.41871504910482
4,4,19,23,10,2016,4,1,0.0,31.41871504910482,0.947,10.2,224.0,4.92,31.43673529647203
4,4,18,23,10,2016,4,1,0.0,31.43673529647203,0.957,10.7,220.0,4.85,31.475371422777553
4,4,17,23,10,2016,4,1,0.0,31.475371422777553,0.93,10.3,217.0,4.66,32.16548320135357
4,4,16,23,10,2016,4,1,0.0,32.16548320135357,0.954,10.9,215.0,4.4,31.38730903318846
4,4,15,23,10,2016,4,1,0.0,31.38730903318846,0.946,10.9,212.0,4.79,31.458124620154194
4,4,14,23,10,2016,4,1,0.0,31.458124620154194,0.925,11.0,210.0,5.05,31.43122696083129
4,4,13,23,10,2016,4,1,0.0,31.43122696083129,0.895,11.1,208.0,4.84,31.513126941389306
4,4,12,23,10,2016,4,1,0.0,31.513126941389306,0.896,11.6,210.0,4.98,31.486259324449733
4,4,0,23,10,2016,4,1,0.0,0.0,1.0,12.3,215.0,5.48,32.80929825268047
5,5,23,23,10,2016,4,1,0.0,0.0,0.964,11.1,246.0,5.37,13.582658773906484
5,5,22,23,10,2016,4,1,0.0,13.582658773906484,0.954,10.8,248.0,5.27,35.659887036265935
5,5,21,23,10,2016,4,1,0.0,35.659887036265935,0.958,11.1,246.0,4.95,36.68425670833057
5,5,20,23,10,2016,4,1,0.0,36.68425670833057,0.945,11.2,246.0,4.9,37.46074501930923
5,5,19,23,10,2016,4,1,0.0,37.46074501930923,0.947,10.9,244.0,4.92,37.264318857862726
5,5,18,23,10,2016,4,1,0.0,37.264318857862726,0.957,11.4,240.0,4.85,36.64817065059559
5,5,17,23,10,2016,4,1,0.0,36.64817065059559,0.93,11.0,237.0,4.66,37.19390270567958
5,5,16,23,10,2016,4,1,0.0,37.19390270567958,0.954,11.6,235.0,4.4,36.6588738631101
5,5,15,23,10,2016,4,1,0.0,36.6588738631101,0.946,11.6,232.0,4.79,36.71779174831347
