@RELATION training

@ATTRIBUTE currentTimeSlot NUMERIC
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE hourAhead NUMERIC
@ATTRIBUTE date NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE NUMBER_OF_BROKERS NUMERIC
@ATTRIBUTE NUMBER_OF_PRODUCERS NUMERIC
@ATTRIBUTE MarketClearingPrice NUMERIC

@DATA
6,6,20,23,10,2016,5,5,24.874636721151585
6,6,19,23,10,2016,5,5,24.874636721151585
6,6,18,23,10,2016,5,5,27.397622660244355
6,6,17,23,10,2016,5,5,24.874636721151585
6,6,16,23,10,2016,5,5,24.874636721151585
6,6,15,23,10,2016,5,5,24.874636721151585
6,6,14,23,10,2016,5,5,25.7963498228685
6,6,13,23,10,2016,5,5,24.874636721151585
6,6,12,23,10,2016,5,5,24.874636721151585
6,6,11,23,10,2016,5,5,24.874636721151585
6,6,10,23,10,2016,5,5,24.874636721151585
6,6,9,23,10,2016,5,5,24.874636721151585
6,6,8,23,10,2016,5,5,24.874636721151585
6,6,7,23,10,2016,5,5,25.725067205843978
6,6,6,23,10,2016,5,5,24.874636721151585
6,6,5,23,10,2016,5,5,25.907569643378633
6,6,4,23,10,2016,5,5,27.114934990225418
6,6,3,23,10,2016,5,5,24.874636721151585
6,6,2,23,10,2016,5,5,29.221455415910597
6,6,1,23,10,2016,5,5,24.874636721151585
6,6,0,23,10,2016,5,5,24.874636721151585
7,7,24,23,10,2016,5,5,23.109623283764307
7,7,23,23,10,2016,5,5,25.379636721151584
7,7,22,23,10,2016,5,5,25.379636721151584
7,7,21,23,10,2016,5,5,25.379636721151584
7,7,20,23,10,2016,5,5,26.11182859631012
7,7,19,23,10,2016,5,5,26.01173319950773
7,7,18,23,10,2016,5,5,25.379636721151584
7,7,17,23,10,2016,5,5,25.379636721151584
7,7,16,23,10,2016,5,5,25.379636721151584
7,7,15,23,10,2016,5,5,26.031098371359448
7,7,14,23,10,2016,5,5,27.447183544499367
7,7,13,23,10,2016,5,5,26.68836609778036
7,7,12,23,10,2016,5,5,25.379636721151584
7,7,11,23,10,2016,5,5,25.379636721151584
7,7,10,23,10,2016,5,5,25.379636721151584
7,7,9,23,10,2016,5,5,26.762139056041924
7,7,8,23,10,2016,5,5,25.379636721151584
7,7,7,23,10,2016,5,5,25.379636721151584
7,7,6,23,10,2016,5,5,25.379636721151584
7,7,5,23,10,2016,5,5,26.161714336368817
7,7,4,23,10,2016,5,5,28.587640792562716
7,7,3,23,10,2016,5,5,25.379636721151584
7,7,2,23,10,2016,5,5,25.379636721151584
7,7,1,23,10,2016,5,5,25.916041667478183
7,7,0,23,10,2016,5,5,25.78776697856565
8,8,24,23,10,2016,5,5,6.607171963630973
8,8,23,23,10,2016,5,5,13.89009130907748
8,8,22,23,10,2016,5,5,13.89009130907748
8,8,21,23,10,2016,5,5,13.89009130907748
8,8,20,23,10,2016,5,5,13.89009130907748
8,8,19,23,10,2016,5,5,14.344496949896591
8,8,18,23,10,2016,5,5,14.344496949896591
8,8,17,23,10,2016,5,5,14.344496949896591
8,8,16,23,10,2016,5,5,12.132562970193248
8,8,15,23,10,2016,5,5,12.132562970193248
8,8,14,23,10,2016,5,5,13.597763173469634
8,8,13,23,10,2016,5,5,13.597763173469634
8,8,12,23,10,2016,5,5,14.01245095227582
8,8,11,23,10,2016,5,5,11.349465478631473
8,8,10,23,10,2016,5,5,11.349465478631473
8,8,9,23,10,2016,5,5,11.885114929033271
8,8,8,23,10,2016,5,5,11.885114929033271
8,8,7,23,10,2016,5,5,11.885114929033271
8,8,6,23,10,2016,5,5,11.885114929033271
8,8,5,23,10,2016,5,5,11.885114929033271
8,8,4,23,10,2016,5,5,11.885114929033271
8,8,3,23,10,2016,5,5,11.885114929033271
8,8,2,23,10,2016,5,5,11.885114929033271
8,8,1,23,10,2016,5,5,11.885114929033271
8,8,0,23,10,2016,5,5,11.885114929033271
9,9,24,23,10,2016,5,5,6.838311098862985
9,9,23,23,10,2016,5,5,14.947416170482885
9,9,22,23,10,2016,5,5,13.744987752554774
9,9,13,23,10,2016,5,5,13.874859444044661
10,10,24,23,10,2016,5,5,14.039105393878566
11,11,24,23,10,2016,5,5,10.206234921067605
11,11,23,23,10,2016,5,5,16.21578023318313
11,11,22,23,10,2016,5,5,16.21578023318313
11,11,21,23,10,2016,5,5,16.21578023318313
11,11,20,23,10,2016,5,5,16.21578023318313
11,11,19,23,10,2016,5,5,16.21578023318313
11,11,18,23,10,2016,5,5,16.21578023318313
11,11,17,23,10,2016,5,5,16.21578023318313
11,11,16,23,10,2016,5,5,16.21578023318313
11,11,15,23,10,2016,5,5,16.21578023318313
11,11,14,23,10,2016,5,5,16.21578023318313
11,11,13,23,10,2016,5,5,16.21578023318313
11,11,12,23,10,2016,5,5,16.21578023318313
11,11,11,23,10,2016,5,5,16.21578023318313
11,11,10,23,10,2016,5,5,16.21578023318313
11,11,9,23,10,2016,5,5,16.21578023318313
11,11,8,23,10,2016,5,5,16.21578023318313
11,11,7,23,10,2016,5,5,16.21578023318313
11,11,6,23,10,2016,5,5,16.21578023318313
11,11,5,23,10,2016,5,5,16.21578023318313
11,11,4,23,10,2016,5,5,16.21578023318313
11,11,3,23,10,2016,5,5,16.21578023318313
11,11,2,23,10,2016,5,5,16.21578023318313
11,11,1,23,10,2016,5,5,16.21578023318313
11,11,0,23,10,2016,5,5,16.21578023318313
12,12,24,23,10,2016,5,5,24.606313573187837
12,12,23,23,10,2016,5,5,9.1127995785806
12,12,0,23,10,2016,5,5,9.352632167706766
13,13,24,23,10,2016,5,5,8.215162225568351
13,13,23,23,10,2016,5,5,15.76215347638348
14,14,24,23,10,2016,5,5,2.813865246503123
15,15,24,23,10,2016,5,5,2.813865246503123
15,15,23,23,10,2016,5,5,10.569599046310984
15,15,22,23,10,2016,5,5,7.5409322738654
15,15,21,23,10,2016,5,5,9.507272176851506
15,15,20,23,10,2016,5,5,9.507272176851506
15,15,19,23,10,2016,5,5,9.507272176851506
15,15,18,23,10,2016,5,5,10.045033867522328
15,15,17,23,10,2016,5,5,10.045033867522328
15,15,16,23,10,2016,5,5,10.045033867522328
15,15,15,23,10,2016,5,5,10.045033867522328
15,15,14,23,10,2016,5,5,10.045033867522328
15,15,13,23,10,2016,5,5,10.045033867522328
15,15,12,23,10,2016,5,5,10.15538052653621
15,15,11,23,10,2016,5,5,10.15538052653621
15,15,10,23,10,2016,5,5,10.15538052653621
15,15,9,23,10,2016,5,5,6.437286004509308
15,15,8,23,10,2016,5,5,9.723330709336613
15,15,7,23,10,2016,5,5,9.723330709336613
15,15,6,23,10,2016,5,5,9.723330709336613
15,15,5,23,10,2016,5,5,9.723330709336613
15,15,4,23,10,2016,5,5,9.723330709336613
15,15,3,23,10,2016,5,5,9.723330709336613
15,15,2,23,10,2016,5,5,9.723330709336613
15,15,1,23,10,2016,5,5,9.723330709336613
15,15,0,23,10,2016,5,5,10.002632167706768
16,16,23,23,10,2016,5,5,4.514631769571507
17,17,24,23,10,2016,5,5,8.519817363904224
18,18,24,23,10,2016,5,5,12.13424315006162
20,20,24,23,10,2016,5,5,34.753190532343105
20,20,23,23,10,2016,5,5,34.753190532343105
20,20,22,23,10,2016,5,5,34.753190532343105
20,20,21,23,10,2016,5,5,34.753190532343105
20,20,20,23,10,2016,5,5,34.753190532343105
20,20,19,23,10,2016,5,5,37.085981584661084
20,20,18,23,10,2016,5,5,37.085981584661084
20,20,17,23,10,2016,5,5,37.085981584661084
20,20,16,23,10,2016,5,5,37.085981584661084
20,20,15,23,10,2016,5,5,37.085981584661084
20,20,14,23,10,2016,5,5,37.085981584661084
20,20,13,23,10,2016,5,5,37.085981584661084
20,20,12,23,10,2016,5,5,37.085981584661084
20,20,11,23,10,2016,5,5,37.085981584661084
20,20,10,23,10,2016,5,5,37.085981584661084
20,20,9,23,10,2016,5,5,37.085981584661084
20,20,8,23,10,2016,5,5,37.085981584661084
20,20,7,23,10,2016,5,5,37.085981584661084
20,20,6,23,10,2016,5,5,37.085981584661084
20,20,5,23,10,2016,5,5,37.085981584661084
20,20,4,23,10,2016,5,5,37.085981584661084
20,20,3,23,10,2016,5,5,37.085981584661084
20,20,2,23,10,2016,5,5,37.085981584661084
20,20,1,23,10,2016,5,5,37.085981584661084
20,20,0,23,10,2016,5,5,37.085981584661084
21,21,24,23,10,2016,5,5,28.59557344232496
21,21,23,23,10,2016,5,5,28.59557344232496
21,21,22,23,10,2016,5,5,28.59557344232496
21,21,21,23,10,2016,5,5,28.59557344232496
21,21,20,23,10,2016,5,5,28.59557344232496
21,21,19,23,10,2016,5,5,28.59557344232496
21,21,18,23,10,2016,5,5,28.59557344232496
21,21,17,23,10,2016,5,5,28.59557344232496
21,21,16,23,10,2016,5,5,28.59557344232496
21,21,15,23,10,2016,5,5,28.59557344232496
21,21,14,23,10,2016,5,5,28.59557344232496
21,21,13,23,10,2016,5,5,28.59557344232496
21,21,12,23,10,2016,5,5,28.59557344232496
21,21,11,23,10,2016,5,5,28.59557344232496
21,21,10,23,10,2016,5,5,28.59557344232496
21,21,9,23,10,2016,5,5,28.59557344232496
21,21,8,23,10,2016,5,5,28.59557344232496
21,21,7,23,10,2016,5,5,28.59557344232496
21,21,6,23,10,2016,5,5,28.59557344232496
21,21,5,23,10,2016,5,5,28.59557344232496
21,21,4,23,10,2016,5,5,28.59557344232496
21,21,3,23,10,2016,5,5,28.59557344232496
21,21,2,23,10,2016,5,5,28.59557344232496
21,21,1,23,10,2016,5,5,28.59557344232496
21,21,0,23,10,2016,5,5,28.59557344232496
22,22,24,23,10,2016,5,5,23.116798593841324
22,22,23,23,10,2016,5,5,23.116798593841324
22,22,22,23,10,2016,5,5,23.116798593841324
22,22,21,23,10,2016,5,5,23.116798593841324
22,22,20,23,10,2016,5,5,23.116798593841324
22,22,19,23,10,2016,5,5,23.116798593841324
22,22,18,23,10,2016,5,5,23.116798593841324
22,22,17,23,10,2016,5,5,23.116798593841324
22,22,16,23,10,2016,5,5,23.116798593841324
22,22,15,23,10,2016,5,5,23.116798593841324
22,22,14,23,10,2016,5,5,23.116798593841324
22,22,13,23,10,2016,5,5,23.116798593841324
22,22,12,23,10,2016,5,5,23.116798593841324
22,22,11,23,10,2016,5,5,23.116798593841324
22,22,10,23,10,2016,5,5,23.116798593841324
22,22,9,23,10,2016,5,5,23.116798593841324
22,22,8,23,10,2016,5,5,23.116798593841324
22,22,7,23,10,2016,5,5,23.116798593841324
22,22,6,23,10,2016,5,5,23.116798593841324
22,22,5,23,10,2016,5,5,23.116798593841324
22,22,4,23,10,2016,5,5,23.116798593841324
22,22,3,23,10,2016,5,5,23.116798593841324
22,22,2,23,10,2016,5,5,23.116798593841324
22,22,1,23,10,2016,5,5,23.116798593841324
22,22,0,23,10,2016,5,5,23.116798593841324
23,23,24,23,10,2016,5,5,14.891693195696476
23,23,23,23,10,2016,5,5,16.73072058302861
23,23,22,23,10,2016,5,5,23.750720583028606
23,23,20,23,10,2016,5,5,24.55953269750093
23,23,19,23,10,2016,5,5,24.55953269750093
23,23,18,23,10,2016,5,5,24.55953269750093
23,23,12,23,10,2016,5,5,26.00470401783792
23,23,11,23,10,2016,5,5,26.00470401783792
23,23,10,23,10,2016,5,5,26.00470401783792
23,23,9,23,10,2016,5,5,26.394704017837924
23,23,8,23,10,2016,5,5,26.00470401783792
23,23,7,23,10,2016,5,5,26.00470401783792
23,23,6,23,10,2016,5,5,26.00470401783792
23,23,5,23,10,2016,5,5,26.00470401783792
23,23,4,23,10,2016,5,5,26.00470401783792
23,23,3,23,10,2016,5,5,26.00470401783792
23,23,2,23,10,2016,5,5,26.00470401783792
23,23,1,23,10,2016,5,5,26.00470401783792
23,23,0,23,10,2016,5,5,26.00470401783792
24,0,24,24,10,2016,5,5,19.14028036284247
24,0,23,25,10,2016,5,5,24.087508582114687
24,0,22,26,10,2016,5,5,24.087508582114687
24,0,21,27,10,2016,5,5,24.087508582114687
24,0,20,28,10,2016,5,5,24.087508582114687
24,0,19,29,10,2016,5,5,24.087508582114687
24,0,18,30,10,2016,5,5,24.087508582114687
24,0,17,31,10,2016,5,5,24.087508582114687
24,0,16,32,10,2016,5,5,24.087508582114687
24,0,15,33,10,2016,5,5,24.087508582114687
24,0,14,34,10,2016,5,5,24.087508582114687
24,0,13,35,10,2016,5,5,24.087508582114687
24,0,12,36,10,2016,5,5,24.087508582114687
24,0,11,37,10,2016,5,5,24.087508582114687
24,0,10,38,10,2016,5,5,24.087508582114687
24,0,9,39,10,2016,5,5,24.087508582114687
24,0,8,40,10,2016,5,5,24.087508582114687
24,0,7,41,10,2016,5,5,24.087508582114687
24,0,6,42,10,2016,5,5,24.087508582114687
24,0,5,43,10,2016,5,5,24.087508582114687
24,0,4,44,10,2016,5,5,24.087508582114687
24,0,3,45,10,2016,5,5,24.087508582114687
24,0,2,46,10,2016,5,5,24.087508582114687
24,0,1,47,10,2016,5,5,24.087508582114687
24,0,0,48,10,2016,5,5,24.087508582114687
25,1,24,49,10,2016,5,5,18.195333166470895
25,1,23,50,10,2016,5,5,27.282508582114684
25,1,22,51,10,2016,5,5,27.282508582114684
25,1,21,52,10,2016,5,5,22.642508582114687
25,1,20,53,10,2016,5,5,27.67250858211469
25,1,19,54,10,2016,5,5,28.06250858211469
25,1,18,55,10,2016,5,5,28.06250858211469
25,1,17,56,10,2016,5,5,27.67250858211469
25,1,16,57,10,2016,5,5,24.55250858211469
25,1,15,58,10,2016,5,5,27.282508582114684
25,1,14,59,10,2016,5,5,28.45250858211469
25,1,13,60,10,2016,5,5,28.06250858211469
25,1,12,61,10,2016,5,5,27.282508582114684
25,1,11,62,10,2016,5,5,28.06250858211469
25,1,10,63,10,2016,5,5,28.06250858211469
25,1,9,64,10,2016,5,5,28.06250858211469
25,1,8,65,10,2016,5,5,28.06250858211469
25,1,7,66,10,2016,5,5,28.06250858211469
25,1,6,67,10,2016,5,5,28.45250858211469
25,1,5,68,10,2016,5,5,28.06250858211469
25,1,4,69,10,2016,5,5,28.45250858211469
25,1,3,70,10,2016,5,5,28.45250858211469
25,1,2,71,10,2016,5,5,28.45250858211469
25,1,1,72,10,2016,5,5,28.45250858211469
25,1,0,73,10,2016,5,5,28.06250858211469
26,2,24,74,10,2016,5,5,12.220054959057125
26,2,23,75,10,2016,5,5,17.29495813984933
26,2,22,76,10,2016,5,5,17.29495813984933
26,2,21,77,10,2016,5,5,15.98334356780099
26,2,20,78,10,2016,5,5,15.98334356780099
26,2,19,79,10,2016,5,5,15.98334356780099
26,2,18,80,10,2016,5,5,15.98334356780099
26,2,17,81,10,2016,5,5,15.98334356780099
26,2,16,82,10,2016,5,5,19.402164902066776
26,2,15,83,10,2016,5,5,19.402164902066776
26,2,14,84,10,2016,5,5,19.402164902066776
26,2,13,85,10,2016,5,5,22.03445646762951
26,2,12,86,10,2016,5,5,22.03445646762951
26,2,11,87,10,2016,5,5,22.03445646762951
26,2,10,88,10,2016,5,5,22.03445646762951
26,2,9,89,10,2016,5,5,22.03445646762951
26,2,8,90,10,2016,5,5,22.154001404798457
26,2,7,91,10,2016,5,5,22.154001404798457
26,2,6,92,10,2016,5,5,22.154001404798457
26,2,5,93,10,2016,5,5,22.154001404798457
26,2,4,94,10,2016,5,5,22.154001404798457
26,2,3,95,10,2016,5,5,22.154001404798457
26,2,2,96,10,2016,5,5,22.154001404798457
26,2,1,97,10,2016,5,5,22.154001404798457
26,2,0,98,10,2016,5,5,22.154001404798457
27,3,24,99,10,2016,5,5,4.990931636358615
27,3,23,100,10,2016,5,5,15.992389790336658
27,3,22,101,10,2016,5,5,16.382389790336667
27,3,21,102,10,2016,5,5,15.212389790336667
27,3,20,103,10,2016,5,5,15.602389790336664
27,3,19,104,10,2016,5,5,15.602389790336664
27,3,18,105,10,2016,5,5,15.992389790336658
27,3,17,106,10,2016,5,5,15.212389790336667
27,3,16,107,10,2016,5,5,15.212389790336667
27,3,15,108,10,2016,5,5,15.992389790336658
27,3,14,109,10,2016,5,5,15.992389790336658
27,3,13,110,10,2016,5,5,15.992389790336658
27,3,12,111,10,2016,5,5,15.992389790336658
27,3,11,112,10,2016,5,5,15.992389790336658
27,3,10,113,10,2016,5,5,15.992389790336658
27,3,9,114,10,2016,5,5,16.382389790336667
27,3,8,115,10,2016,5,5,15.992389790336658
27,3,7,116,10,2016,5,5,15.992389790336658
27,3,6,117,10,2016,5,5,16.382389790336667
27,3,5,118,10,2016,5,5,15.992389790336658
27,3,4,119,10,2016,5,5,15.992389790336658
27,3,3,120,10,2016,5,5,16.826115331649035
27,3,2,121,10,2016,5,5,16.826115331649035
27,3,1,122,10,2016,5,5,16.826115331649035
27,3,0,123,10,2016,5,5,16.826115331649035
28,4,24,124,10,2016,5,5,12.425082337471046
28,4,23,125,10,2016,5,5,17.895932630532126
28,4,22,126,10,2016,5,5,17.895932630532126
28,4,21,127,10,2016,5,5,17.895932630532126
28,4,20,128,10,2016,5,5,18.26697704743273
28,4,19,129,10,2016,5,5,17.895932630532126
28,4,18,130,10,2016,5,5,17.895932630532126
28,4,17,131,10,2016,5,5,19.6335176041539
28,4,16,132,10,2016,5,5,17.895932630532126
28,4,15,133,10,2016,5,5,17.895932630532126
28,4,14,134,10,2016,5,5,17.895932630532126
28,4,13,135,10,2016,5,5,17.895932630532126
28,4,12,136,10,2016,5,5,17.895932630532126
28,4,11,137,10,2016,5,5,17.895932630532126
28,4,10,138,10,2016,5,5,17.895932630532126
28,4,9,139,10,2016,5,5,17.927630133005636
28,4,8,140,10,2016,5,5,17.895932630532126
28,4,7,141,10,2016,5,5,17.895932630532126
28,4,6,142,10,2016,5,5,17.895932630532126
28,4,5,143,10,2016,5,5,17.895932630532126
28,4,4,144,10,2016,5,5,17.895932630532126
28,4,3,145,10,2016,5,5,17.895932630532126
28,4,2,146,10,2016,5,5,22.45015306569985
28,4,1,147,10,2016,5,5,17.895932630532126
28,4,0,148,10,2016,5,5,17.895932630532126
29,5,24,149,10,2016,5,5,5.783865246503123
29,5,23,150,10,2016,5,5,15.908494788808865
29,5,22,151,10,2016,5,5,15.51849478880887
29,5,21,152,10,2016,5,5,15.51849478880887
29,5,20,153,10,2016,5,5,16.29849478880886
29,5,19,154,10,2016,5,5,16.68849478880887
29,5,18,155,10,2016,5,5,15.51849478880887
29,5,17,156,10,2016,5,5,16.29849478880886
29,5,16,157,10,2016,5,5,10.878494788808869
29,5,15,158,10,2016,5,5,15.51849478880887
29,5,14,159,10,2016,5,5,15.908494788808865
29,5,13,160,10,2016,5,5,16.29849478880886
29,5,12,161,10,2016,5,5,16.29849478880886
29,5,11,162,10,2016,5,5,16.29849478880886
29,5,10,163,10,2016,5,5,16.29849478880886
29,5,9,164,10,2016,5,5,16.29849478880886
29,5,8,165,10,2016,5,5,16.29849478880886
29,5,7,166,10,2016,5,5,16.29849478880886
29,5,6,167,10,2016,5,5,16.29849478880886
29,5,5,168,10,2016,5,5,16.29849478880886
29,5,4,169,10,2016,5,5,16.29849478880886
29,5,3,170,10,2016,5,5,16.29849478880886
29,5,2,171,10,2016,5,5,16.68849478880887
29,5,1,172,10,2016,5,5,16.29849478880886
29,5,0,173,10,2016,5,5,16.29849478880886
30,6,24,174,10,2016,5,5,5.3638652465031225
30,6,23,175,10,2016,5,5,10.85849478880887
30,6,22,176,10,2016,5,5,10.85849478880887
30,6,21,177,10,2016,5,5,10.85849478880887
30,6,20,178,10,2016,5,5,10.85849478880887
30,6,19,179,10,2016,5,5,10.85849478880887
30,6,18,180,10,2016,5,5,10.85849478880887
30,6,17,181,10,2016,5,5,10.85849478880887
30,6,16,182,10,2016,5,5,10.85849478880887
30,6,15,183,10,2016,5,5,10.85849478880887
30,6,14,184,10,2016,5,5,10.85849478880887
30,6,13,185,10,2016,5,5,10.85849478880887
30,6,12,186,10,2016,5,5,10.85849478880887
30,6,11,187,10,2016,5,5,10.85849478880887
30,6,10,188,10,2016,5,5,10.85849478880887
30,6,9,189,10,2016,5,5,10.85849478880887
30,6,8,190,10,2016,5,5,10.85849478880887
30,6,7,191,10,2016,5,5,10.85849478880887
30,6,6,192,10,2016,5,5,10.85849478880887
30,6,5,193,10,2016,5,5,10.85849478880887
30,6,4,194,10,2016,5,5,10.85849478880887
30,6,3,195,10,2016,5,5,10.85849478880887
30,6,2,196,10,2016,5,5,10.85849478880887
30,6,1,197,10,2016,5,5,10.85849478880887
30,6,0,198,10,2016,5,5,10.85849478880887
31,7,24,199,10,2016,5,5,18.44665891093637
31,7,23,200,10,2016,5,5,18.346952670588912
31,7,22,201,10,2016,5,5,18.546895006132054
32,8,24,224,10,2016,5,5,14.958840311602852
32,8,23,225,10,2016,5,5,20.984191977039085
33,9,24,249,10,2016,5,5,17.418840311602853
33,9,23,250,10,2016,5,5,17.84195267058891
34,10,24,274,10,2016,5,5,16.468840311602854
34,10,23,275,10,2016,5,5,18.590796680729564
35,11,24,299,10,2016,5,5,19.427968738411188
35,11,23,300,10,2016,5,5,20.135796680729563
36,12,24,324,10,2016,5,5,17.654892777006246
36,12,23,325,10,2016,5,5,19.305796680729564
37,13,24,349,10,2016,5,5,19.114892777006247
37,13,23,350,10,2016,5,5,19.703672844871242
38,14,24,374,10,2016,5,5,18.33989277700625
38,14,23,375,10,2016,5,5,19.590796680729564
39,15,24,399,10,2016,5,5,15.224086482626639
39,15,23,400,10,2016,5,5,18.055796680729564
40,16,24,424,10,2016,5,5,16.08908648262664
40,16,23,425,10,2016,5,5,18.520796680729564
41,17,24,449,10,2016,5,5,20.702996890305172
41,17,23,450,10,2016,5,5,20.750796680729565
42,18,24,474,10,2016,5,5,20.527996890305175
42,18,23,475,10,2016,5,5,20.575796680729564
43,19,24,499,10,2016,5,5,23.294434283608695
