HourAhead,Action,Count,avgmcp,count,Err
8,2,0,36.859910379056636,0,1.3422491449092908
8,3,0,36.859910379056636,0,1.3422491449092908
8,4,0,36.859910379056636,0,1.3422491449092908
8,5,0,36.859910379056636,0,1.3422491449092908
8,6,0,36.859910379056636,0,1.3422491449092908
8,7,0,36.859910379056636,0,1.3422491449092908
8,8,0,36.859910379056636,0,1.3422491449092908
8,9,0,36.859910379056636,0,1.3422491449092908
8,10,1,36.859910379056636,0,1.3422491449092908
8,11,0,36.859910379056636,0,1.3422491449092908
8,12,0,36.859910379056636,0,1.3422491449092908
8,13,0,36.859910379056636,0,1.3422491449092908
8,14,0,36.859910379056636,0,1.3422491449092908
8,15,0,36.859910379056636,0,1.3422491449092908
9,0,0,37.345977477211534,0,0.04126153600099889
9,1,0,37.345977477211534,0,0.04126153600099889
9,2,0,37.345977477211534,0,0.04126153600099889
9,3,0,37.345977477211534,0,0.04126153600099889
9,4,0,37.345977477211534,0,0.04126153600099889
9,5,0,37.345977477211534,0,0.04126153600099889
9,6,0,37.345977477211534,0,0.04126153600099889
9,7,0,37.345977477211534,0,0.04126153600099889
9,8,0,37.345977477211534,0,0.04126153600099889
9,9,0,37.345977477211534,0,0.04126153600099889
9,10,1,37.345977477211534,0,0.04126153600099889
9,11,0,37.345977477211534,0,0.04126153600099889
9,12,0,37.345977477211534,0,0.04126153600099889
9,13,0,37.345977477211534,0,0.04126153600099889
9,14,0,37.345977477211534,0,0.04126153600099889
9,15,0,37.345977477211534,0,0.04126153600099889
10,0,1,41.24443862815132,0,602.2126212016703
10,1,0,41.24443862815132,0,602.2126212016703
10,2,0,41.24443862815132,0,602.2126212016703
10,3,0,41.24443862815132,0,602.2126212016703
10,4,0,41.24443862815132,0,602.2126212016703
10,5,0,41.24443862815132,0,602.2126212016703
10,6,0,41.24443862815132,0,602.2126212016703
10,7,0,41.24443862815132,0,602.2126212016703
10,8,0,41.24443862815132,0,602.2126212016703
10,9,0,41.24443862815132,0,602.2126212016703
10,10,0,41.24443862815132,0,602.2126212016703
10,11,0,41.24443862815132,0,602.2126212016703
10,12,0,41.24443862815132,0,602.2126212016703
10,13,0,41.24443862815132,0,602.2126212016703
10,14,0,41.24443862815132,0,602.2126212016703
10,15,0,41.24443862815132,0,602.2126212016703
11,0,1,13.022378283520483,0,121.714216338226
11,1,0,13.022378283520483,0,121.714216338226
11,2,0,13.022378283520483,0,121.714216338226
11,3,0,13.022378283520483,0,121.714216338226
11,4,0,13.022378283520483,0,121.714216338226
11,5,0,13.022378283520483,0,121.714216338226
11,6,0,13.022378283520483,0,121.714216338226
11,7,0,13.022378283520483,0,121.714216338226
11,8,0,13.022378283520483,0,121.714216338226
11,9,0,13.022378283520483,0,121.714216338226
11,10,0,13.022378283520483,0,121.714216338226
11,11,0,13.022378283520483,0,121.714216338226
11,12,0,13.022378283520483,0,121.714216338226
11,13,0,13.022378283520483,0,121.714216338226
11,14,0,13.022378283520483,0,121.714216338226
11,15,0,13.022378283520483,0,121.714216338226
12,0,1,17.499486313414177,0,65.4882166309468
12,1,0,17.499486313414177,0,65.4882166309468
12,2,0,17.499486313414177,0,65.4882166309468
12,3,0,17.499486313414177,0,65.4882166309468
12,4,0,17.499486313414177,0,65.4882166309468
12,5,0,17.499486313414177,0,65.4882166309468
12,6,0,17.499486313414177,0,65.4882166309468
12,7,0,17.499486313414177,0,65.4882166309468
12,8,0,17.499486313414177,0,65.4882166309468
12,9,0,17.499486313414177,0,65.4882166309468
12,10,0,17.499486313414177,0,65.4882166309468
12,11,0,17.499486313414177,0,65.4882166309468
12,12,0,17.499486313414177,0,65.4882166309468
12,13,0,17.499486313414177,0,65.4882166309468
12,14,0,17.499486313414177,0,65.4882166309468
12,15,0,17.499486313414177,0,65.4882166309468
13,0,1,24.654388004089235,0,319.7565296150695
13,1,0,24.654388004089235,0,319.7565296150695
13,2,0,24.654388004089235,0,319.7565296150695
13,3,0,24.654388004089235,0,319.7565296150695
13,4,0,24.654388004089235,0,319.7565296150695
13,5,0,24.654388004089235,0,319.7565296150695
13,6,0,24.654388004089235,0,319.7565296150695
13,7,0,24.654388004089235,0,319.7565296150695
13,8,0,24.654388004089235,0,319.7565296150695
13,9,0,24.654388004089235,0,319.7565296150695
13,10,0,24.654388004089235,0,319.7565296150695
13,11,0,24.654388004089235,0,319.7565296150695
13,12,0,24.654388004089235,0,319.7565296150695
13,13,0,24.654388004089235,0,319.7565296150695
13,14,0,24.654388004089235,0,319.7565296150695
13,15,0,24.654388004089235,0,319.7565296150695
14,0,1,13.022378283520483,0,121.714216338226
14,1,0,13.022378283520483,0,121.714216338226
14,2,0,13.022378283520483,0,121.714216338226
14,3,0,13.022378283520483,0,121.714216338226
14,4,0,13.022378283520483,0,121.714216338226
14,5,0,13.022378283520483,0,121.714216338226
14,6,0,13.022378283520483,0,121.714216338226
14,7,0,13.022378283520483,0,121.714216338226
14,8,0,13.022378283520483,0,121.714216338226
14,9,0,13.022378283520483,0,121.714216338226
14,10,0,13.022378283520483,0,121.714216338226
14,11,0,13.022378283520483,0,121.714216338226
14,12,0,13.022378283520483,0,121.714216338226
14,13,0,13.022378283520483,0,121.714216338226
14,14,0,13.022378283520483,0,121.714216338226
14,15,0,13.022378283520483,0,121.714216338226
15,0,1,18.42932908407126,0,74.28150456564829
15,1,0,18.42932908407126,0,74.28150456564829
15,2,0,18.42932908407126,0,74.28150456564829
15,3,0,18.42932908407126,0,74.28150456564829
15,4,0,18.42932908407126,0,74.28150456564829
15,5,0,18.42932908407126,0,74.28150456564829
15,6,0,18.42932908407126,0,74.28150456564829
15,7,0,18.42932908407126,0,74.28150456564829
15,8,0,18.42932908407126,0,74.28150456564829
15,9,0,18.42932908407126,0,74.28150456564829
15,10,0,18.42932908407126,0,74.28150456564829
15,11,0,18.42932908407126,0,74.28150456564829
15,12,0,18.42932908407126,0,74.28150456564829
15,13,0,18.42932908407126,0,74.28150456564829
15,14,0,18.42932908407126,0,74.28150456564829
15,15,0,18.42932908407126,0,74.28150456564829
16,0,0,23.53800444922995,0,0.1676553200513139
16,1,0,23.53800444922995,0,0.1676553200513139
16,2,0,23.53800444922995,0,0.1676553200513139
16,3,0,23.53800444922995,0,0.1676553200513139
16,4,0,23.53800444922995,0,0.1676553200513139
16,5,0,23.53800444922995,0,0.1676553200513139
16,6,0,23.53800444922995,0,0.1676553200513139
16,7,0,23.53800444922995,0,0.1676553200513139
16,8,0,23.53800444922995,0,0.1676553200513139
16,9,0,23.53800444922995,0,0.1676553200513139
16,10,1,23.53800444922995,0,0.1676553200513139
16,11,0,23.53800444922995,0,0.1676553200513139
16,12,0,23.53800444922995,0,0.1676553200513139
16,13,0,23.53800444922995,0,0.1676553200513139
16,14,0,23.53800444922995,0,0.1676553200513139
16,15,0,23.53800444922995,0,0.1676553200513139
17,0,0,29.45298442969423,0,25.339274145517777
17,1,0,29.45298442969423,0,25.339274145517777
17,2,0,29.45298442969423,0,25.339274145517777
17,3,0,29.45298442969423,0,25.339274145517777
17,4,0,29.45298442969423,0,25.339274145517777
17,5,0,29.45298442969423,0,25.339274145517777
17,6,0,29.45298442969423,0,25.339274145517777
17,7,0,29.45298442969423,0,25.339274145517777
17,8,0,29.45298442969423,0,25.339274145517777
17,9,0,29.45298442969423,0,25.339274145517777
17,10,1,29.45298442969423,0,25.339274145517777
17,11,0,29.45298442969423,0,25.339274145517777
17,12,0,29.45298442969423,0,25.339274145517777
17,13,0,29.45298442969423,0,25.339274145517777
17,14,0,29.45298442969423,0,25.339274145517777
17,15,0,29.45298442969423,0,25.339274145517777
18,0,0,28.122446767561406,0,14.902894248545707
18,1,0,28.122446767561406,0,14.902894248545707
18,2,0,28.122446767561406,0,14.902894248545707
18,3,0,28.122446767561406,0,14.902894248545707
18,4,0,28.122446767561406,0,14.902894248545707
18,5,0,28.122446767561406,0,14.902894248545707
18,6,0,28.122446767561406,0,14.902894248545707
18,7,0,28.122446767561406,0,14.902894248545707
18,8,0,28.122446767561406,0,14.902894248545707
18,9,0,28.122446767561406,0,14.902894248545707
18,10,1,28.122446767561406,0,14.902894248545707
18,11,0,28.122446767561406,0,14.902894248545707
18,12,0,28.122446767561406,0,14.902894248545707
18,13,0,28.122446767561406,0,14.902894248545707
18,14,0,28.122446767561406,0,14.902894248545707
18,15,0,28.122446767561406,0,14.902894248545707
19,0,0,35.369289177475295,0,7.025685437909542
19,1,0,35.369289177475295,0,7.025685437909542
19,2,0,35.369289177475295,0,7.025685437909542
19,3,0,35.369289177475295,0,7.025685437909542
19,4,0,35.369289177475295,0,7.025685437909542
19,5,0,35.369289177475295,0,7.025685437909542
19,6,0,35.369289177475295,0,7.025685437909542
19,7,0,35.369289177475295,0,7.025685437909542
19,8,0,35.369289177475295,0,7.025685437909542
19,9,0,35.369289177475295,0,7.025685437909542
19,10,1,35.369289177475295,0,7.025685437909542
19,11,0,35.369289177475295,0,7.025685437909542
19,12,0,35.369289177475295,0,7.025685437909542
19,13,0,35.369289177475295,0,7.025685437909542
19,14,0,35.369289177475295,0,7.025685437909542
19,15,0,35.369289177475295,0,7.025685437909542
20,0,0,33.1366612825109,0,41.015423502158036
20,1,0,33.1366612825109,0,41.015423502158036
20,2,0,33.1366612825109,0,41.015423502158036
20,3,0,33.1366612825109,0,41.015423502158036
20,4,0,33.1366612825109,0,41.015423502158036
20,5,0,33.1366612825109,0,41.015423502158036
20,6,0,33.1366612825109,0,41.015423502158036
20,7,0,33.1366612825109,0,41.015423502158036
20,8,0,33.1366612825109,0,41.015423502158036
20,9,0,33.1366612825109,0,41.015423502158036
20,10,1,33.1366612825109,0,41.015423502158036
20,11,0,33.1366612825109,0,41.015423502158036
20,12,0,33.1366612825109,0,41.015423502158036
20,13,0,33.1366612825109,0,41.015423502158036
20,14,0,33.1366612825109,0,41.015423502158036
20,15,0,33.1366612825109,0,41.015423502158036
21,0,0,29.82677377052369,0,4.38242417822134
21,1,0,29.82677377052369,0,4.38242417822134
21,2,0,29.82677377052369,0,4.38242417822134
21,3,0,29.82677377052369,0,4.38242417822134
21,4,0,29.82677377052369,0,4.38242417822134
21,5,0,29.82677377052369,0,4.38242417822134
21,6,0,29.82677377052369,0,4.38242417822134
21,7,0,29.82677377052369,0,4.38242417822134
21,8,0,29.82677377052369,0,4.38242417822134
21,9,0,29.82677377052369,0,4.38242417822134
21,10,1,29.82677377052369,0,4.38242417822134
21,11,0,29.82677377052369,0,4.38242417822134
21,12,0,29.82677377052369,0,4.38242417822134
21,13,0,29.82677377052369,0,4.38242417822134
21,14,0,29.82677377052369,0,4.38242417822134
21,15,0,29.82677377052369,0,4.38242417822134
22,0,0,39.40771611994903,0,6.8523812909441855
22,1,0,39.40771611994903,0,6.8523812909441855
22,2,0,39.40771611994903,0,6.8523812909441855
22,3,0,39.40771611994903,0,6.8523812909441855
22,4,0,39.40771611994903,0,6.8523812909441855
22,5,0,39.40771611994903,0,6.8523812909441855
22,6,0,39.40771611994903,0,6.8523812909441855
22,7,0,39.40771611994903,0,6.8523812909441855
22,8,0,39.40771611994903,0,6.8523812909441855
22,9,0,39.40771611994903,0,6.8523812909441855
22,10,1,39.40771611994903,0,6.8523812909441855
22,11,0,39.40771611994903,0,6.8523812909441855
22,12,0,39.40771611994903,0,6.8523812909441855
22,13,0,39.40771611994903,0,6.8523812909441855
22,14,0,39.40771611994903,0,6.8523812909441855
22,15,0,39.40771611994903,0,6.8523812909441855
23,0,0,39.98795474682862,0,43.314575090075365
23,1,0,39.98795474682862,0,43.314575090075365
23,2,0,39.98795474682862,0,43.314575090075365
23,3,0,39.98795474682862,0,43.314575090075365
23,4,0,39.98795474682862,0,43.314575090075365
23,5,0,39.98795474682862,0,43.314575090075365
23,6,0,39.98795474682862,0,43.314575090075365
23,7,0,39.98795474682862,0,43.314575090075365
23,8,0,39.98795474682862,0,43.314575090075365
23,9,0,39.98795474682862,0,43.314575090075365
23,10,1,39.98795474682862,0,43.314575090075365
23,11,0,39.98795474682862,0,43.314575090075365
23,12,0,39.98795474682862,0,43.314575090075365
23,13,0,39.98795474682862,0,43.314575090075365
23,14,0,39.98795474682862,0,43.314575090075365
23,15,0,39.98795474682862,0,43.314575090075365
Avg Error 68.30599376683703
HourAhead,Action,Count,avgmcp,count,Err
0,0,1,34.98202834082078,0,4.669714593630583
0,1,0,34.98202834082078,0,4.669714593630583
0,2,0,34.98202834082078,0,4.669714593630583
0,3,0,34.98202834082078,0,4.669714593630583
0,4,0,34.98202834082078,0,4.669714593630583
0,5,0,34.98202834082078,0,4.669714593630583
0,6,0,34.98202834082078,0,4.669714593630583
0,7,0,34.98202834082078,0,4.669714593630583
0,8,0,34.98202834082078,0,4.669714593630583
0,9,0,34.98202834082078,0,4.669714593630583
0,10,0,34.98202834082078,0,4.669714593630583
0,11,0,34.98202834082078,0,4.669714593630583
0,12,0,34.98202834082078,0,4.669714593630583
0,13,0,34.98202834082078,0,4.669714593630583
0,14,0,34.98202834082078,0,4.669714593630583
0,15,0,34.98202834082078,0,4.669714593630583
1,0,1,34.86690936334093,0,8.29111795587098
1,1,0,34.86690936334093,0,8.29111795587098
1,2,0,34.86690936334093,0,8.29111795587098
1,3,0,34.86690936334093,0,8.29111795587098
1,4,0,34.86690936334093,0,8.29111795587098
1,5,0,34.86690936334093,0,8.29111795587098
1,6,0,34.86690936334093,0,8.29111795587098
1,7,0,34.86690936334093,0,8.29111795587098
1,8,0,34.86690936334093,0,8.29111795587098
1,9,0,34.86690936334093,0,8.29111795587098
1,10,0,34.86690936334093,0,8.29111795587098
1,11,0,34.86690936334093,0,8.29111795587098
1,12,0,34.86690936334093,0,8.29111795587098
1,13,0,34.86690936334093,0,8.29111795587098
1,14,0,34.86690936334093,0,8.29111795587098
1,15,0,34.86690936334093,0,8.29111795587098
2,0,1,8.204799794557768,1,57.46100562329498
2,1,0,8.204799794557768,1,57.46100562329498
2,2,0,8.204799794557768,1,57.46100562329498
2,3,0,8.204799794557768,1,57.46100562329498
2,4,0,8.204799794557768,1,57.46100562329498
2,5,0,8.204799794557768,1,57.46100562329498
2,6,0,8.204799794557768,1,57.46100562329498
2,7,0,8.204799794557768,1,57.46100562329498
2,8,0,8.204799794557768,1,57.46100562329498
2,9,0,8.204799794557768,1,57.46100562329498
2,10,0,8.204799794557768,1,57.46100562329498
2,11,0,8.204799794557768,1,57.46100562329498
2,12,0,8.204799794557768,1,57.46100562329498
2,13,0,8.204799794557768,1,57.46100562329498
2,14,0,8.204799794557768,1,57.46100562329498
2,15,0,8.204799794557768,1,57.46100562329498
3,0,1,34.853017904587894,0,5.497493258791089
3,1,0,34.853017904587894,0,5.497493258791089
3,2,0,34.853017904587894,0,5.497493258791089
3,3,0,34.853017904587894,0,5.497493258791089
3,4,0,34.853017904587894,0,5.497493258791089
3,5,0,34.853017904587894,0,5.497493258791089
3,6,0,34.853017904587894,0,5.497493258791089
3,7,0,34.853017904587894,0,5.497493258791089
3,8,0,34.853017904587894,0,5.497493258791089
3,9,0,34.853017904587894,0,5.497493258791089
3,10,0,34.853017904587894,0,5.497493258791089
3,11,0,34.853017904587894,0,5.497493258791089
3,12,0,34.853017904587894,0,5.497493258791089
3,13,0,34.853017904587894,0,5.497493258791089
3,14,0,34.853017904587894,0,5.497493258791089
3,15,0,34.853017904587894,0,5.497493258791089
4,0,1,34.69100746493521,0,1.3128680562739545
4,1,0,34.69100746493521,0,1.3128680562739545
4,2,0,34.69100746493521,0,1.3128680562739545
4,3,0,34.69100746493521,0,1.3128680562739545
4,4,0,34.69100746493521,0,1.3128680562739545
4,5,0,34.69100746493521,0,1.3128680562739545
4,6,0,34.69100746493521,0,1.3128680562739545
4,7,0,34.69100746493521,0,1.3128680562739545
4,8,0,34.69100746493521,0,1.3128680562739545
4,9,0,34.69100746493521,0,1.3128680562739545
4,10,0,34.69100746493521,0,1.3128680562739545
4,11,0,34.69100746493521,0,1.3128680562739545
4,12,0,34.69100746493521,0,1.3128680562739545
4,13,0,34.69100746493521,0,1.3128680562739545
4,14,0,34.69100746493521,0,1.3128680562739545
4,15,0,34.69100746493521,0,1.3128680562739545
5,0,1,33.8131813964218,0,1.2507668207341738
5,1,0,33.8131813964218,0,1.2507668207341738
5,2,0,33.8131813964218,0,1.2507668207341738
5,3,0,33.8131813964218,0,1.2507668207341738
5,4,0,33.8131813964218,0,1.2507668207341738
5,5,0,33.8131813964218,0,1.2507668207341738
5,6,0,33.8131813964218,0,1.2507668207341738
5,7,0,33.8131813964218,0,1.2507668207341738
5,8,0,33.8131813964218,0,1.2507668207341738
5,9,0,33.8131813964218,0,1.2507668207341738
5,10,0,33.8131813964218,0,1.2507668207341738
5,11,0,33.8131813964218,0,1.2507668207341738
5,12,0,33.8131813964218,0,1.2507668207341738
5,13,0,33.8131813964218,0,1.2507668207341738
5,14,0,33.8131813964218,0,1.2507668207341738
5,15,0,33.8131813964218,0,1.2507668207341738
6,0,1,33.50281670293627,0,4.054461427147198
6,1,0,33.50281670293627,0,4.054461427147198
6,2,0,33.50281670293627,0,4.054461427147198
6,3,0,33.50281670293627,0,4.054461427147198
6,4,0,33.50281670293627,0,4.054461427147198
6,5,0,33.50281670293627,0,4.054461427147198
6,6,0,33.50281670293627,0,4.054461427147198
6,7,0,33.50281670293627,0,4.054461427147198
6,8,0,33.50281670293627,0,4.054461427147198
6,9,0,33.50281670293627,0,4.054461427147198
6,10,0,33.50281670293627,0,4.054461427147198
6,11,0,33.50281670293627,0,4.054461427147198
6,12,0,33.50281670293627,0,4.054461427147198
6,13,0,33.50281670293627,0,4.054461427147198
6,14,0,33.50281670293627,0,4.054461427147198
6,15,0,33.50281670293627,0,4.054461427147198
7,0,1,13.022378283520483,0,121.714216338226
7,1,0,13.022378283520483,0,121.714216338226
7,2,0,13.022378283520483,0,121.714216338226
7,3,0,13.022378283520483,0,121.714216338226
7,4,0,13.022378283520483,0,121.714216338226
7,5,0,13.022378283520483,0,121.714216338226
7,6,0,13.022378283520483,0,121.714216338226
7,7,0,13.022378283520483,0,121.714216338226
7,8,0,13.022378283520483,0,121.714216338226
7,9,0,13.022378283520483,0,121.714216338226
7,10,0,13.022378283520483,0,121.714216338226
7,11,0,13.022378283520483,0,121.714216338226
7,12,0,13.022378283520483,0,121.714216338226
7,13,0,13.022378283520483,0,121.714216338226
7,14,0,13.022378283520483,0,121.714216338226
7,15,0,13.022378283520483,0,121.714216338226
8,0,1,13.022378283520483,0,121.714216338226
8,1,0,13.022378283520483,0,121.714216338226
8,2,0,13.022378283520483,0,121.714216338226
8,3,0,13.022378283520483,0,121.714216338226
8,4,0,13.022378283520483,0,121.714216338226
8,5,0,13.022378283520483,0,121.714216338226
8,6,0,13.022378283520483,0,121.714216338226
8,7,0,13.022378283520483,0,121.714216338226
8,8,0,13.022378283520483,0,121.714216338226
8,9,0,13.022378283520483,0,121.714216338226
8,10,0,13.022378283520483,0,121.714216338226
8,11,0,13.022378283520483,0,121.714216338226
8,12,0,13.022378283520483,0,121.714216338226
8,13,0,13.022378283520483,0,121.714216338226
8,14,0,13.022378283520483,0,121.714216338226
8,15,0,13.022378283520483,0,121.714216338226
9,0,1,17.96723273321034,0,205.9034869422734
9,1,0,17.96723273321034,0,205.9034869422734
9,2,0,17.96723273321034,0,205.9034869422734
9,3,0,17.96723273321034,0,205.9034869422734
9,4,0,17.96723273321034,0,205.9034869422734
9,5,0,17.96723273321034,0,205.9034869422734
9,6,0,17.96723273321034,0,205.9034869422734
9,7,0,17.96723273321034,0,205.9034869422734
9,8,0,17.96723273321034,0,205.9034869422734
9,9,0,17.96723273321034,0,205.9034869422734
9,10,0,17.96723273321034,0,205.9034869422734
9,11,0,17.96723273321034,0,205.9034869422734
9,12,0,17.96723273321034,0,205.9034869422734
9,13,0,17.96723273321034,0,205.9034869422734
9,14,0,17.96723273321034,0,205.9034869422734
9,15,0,17.96723273321034,0,205.9034869422734
10,0,1,19.91469031438842,0,239.06018244460273
10,1,0,19.91469031438842,0,239.06018244460273
10,2,0,19.91469031438842,0,239.06018244460273
10,3,0,19.91469031438842,0,239.06018244460273
10,4,0,19.91469031438842,0,239.06018244460273
10,5,0,19.91469031438842,0,239.06018244460273
10,6,0,19.91469031438842,0,239.06018244460273
10,7,0,19.91469031438842,0,239.06018244460273
10,8,0,19.91469031438842,0,239.06018244460273
10,9,0,19.91469031438842,0,239.06018244460273
10,10,0,19.91469031438842,0,239.06018244460273
10,11,0,19.91469031438842,0,239.06018244460273
10,12,0,19.91469031438842,0,239.06018244460273
10,13,0,19.91469031438842,0,239.06018244460273
10,14,0,19.91469031438842,0,239.06018244460273
10,15,0,19.91469031438842,0,239.06018244460273
11,0,1,13.022378283520483,0,121.714216338226
11,1,0,13.022378283520483,0,121.714216338226
11,2,0,13.022378283520483,0,121.714216338226
11,3,0,13.022378283520483,0,121.714216338226
11,4,0,13.022378283520483,0,121.714216338226
11,5,0,13.022378283520483,0,121.714216338226
11,6,0,13.022378283520483,0,121.714216338226
11,7,0,13.022378283520483,0,121.714216338226
11,8,0,13.022378283520483,0,121.714216338226
11,9,0,13.022378283520483,0,121.714216338226
11,10,0,13.022378283520483,0,121.714216338226
11,11,0,13.022378283520483,0,121.714216338226
11,12,0,13.022378283520483,0,121.714216338226
11,13,0,13.022378283520483,0,121.714216338226
11,14,0,13.022378283520483,0,121.714216338226
11,15,0,13.022378283520483,0,121.714216338226
