@RELATION training

@ATTRIBUTE currentTimeSlot NUMERIC
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE hourAhead NUMERIC
@ATTRIBUTE date NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE NUMBER_OF_BROKERS NUMERIC
@ATTRIBUTE NUMBER_OF_PRODUCERS NUMERIC
@ATTRIBUTE MarketClearingPrice NUMERIC

@DATA
4,4,14,23,10,2016,5,5,12.432132748467357
4,4,13,23,10,2016,5,5,15.468950014682743
4,4,12,23,10,2016,5,5,10.182013565819274
4,4,11,23,10,2016,5,5,20.13758407455234
4,4,10,23,10,2016,5,5,16.56587135694882
4,4,9,23,10,2016,5,5,13.411532624760518
4,4,8,23,10,2016,5,5,18.805362547478662
4,4,7,23,10,2016,5,5,15.07367852252122
4,4,6,23,10,2016,5,5,13.431696800409476
4,4,5,23,10,2016,5,5,17.30997692757688
4,4,4,23,10,2016,5,5,14.878604260489544
4,4,3,23,10,2016,5,5,18.215894981819154
4,4,2,23,10,2016,5,5,15.783692651561822
4,4,1,23,10,2016,5,5,11.984303682282706
4,4,0,23,10,2016,5,5,16.690630545001852
5,5,24,23,10,2016,5,5,14.11394336259939
5,5,23,23,10,2016,5,5,25.39820264773878
5,5,22,23,10,2016,5,5,16.939201089840676
5,5,21,23,10,2016,5,5,16.758606384857305
5,5,20,23,10,2016,5,5,20.100071267606943
5,5,19,23,10,2016,5,5,23.10745617607168
5,5,18,23,10,2016,5,5,19.216534957907566
5,5,17,23,10,2016,5,5,16.99687104353231
5,5,16,23,10,2016,5,5,15.535606701136059
5,5,14,23,10,2016,5,5,17.97370981098624
5,5,13,23,10,2016,5,5,13.540314197529465
5,5,12,23,10,2016,5,5,13.87906663229073
5,5,11,23,10,2016,5,5,22.685332486154213
5,5,10,23,10,2016,5,5,16.75783771687029
5,5,9,23,10,2016,5,5,21.941559109366455
5,5,8,23,10,2016,5,5,16.521643331088956
5,5,7,23,10,2016,5,5,17.615133578951394
5,5,6,23,10,2016,5,5,18.021108994065585
5,5,5,23,10,2016,5,5,14.380155734629533
5,5,4,23,10,2016,5,5,21.984938065019268
5,5,3,23,10,2016,5,5,20.32854753660381
5,5,2,23,10,2016,5,5,22.583180491478654
5,5,1,23,10,2016,5,5,16.064770800223595
5,5,0,23,10,2016,5,5,17.34003925925707
6,6,24,23,10,2016,5,5,20.41077618930244
6,6,21,23,10,2016,5,5,25.569039161180072
6,6,20,23,10,2016,5,5,24.37710042015933
6,6,19,23,10,2016,5,5,31.009393544508573
6,6,17,23,10,2016,5,5,29.289560277616005
6,6,16,23,10,2016,5,5,35.13471635385103
6,6,15,23,10,2016,5,5,26.484446197782702
6,6,14,23,10,2016,5,5,23.194287942137695
6,6,13,23,10,2016,5,5,36.35581567340319
6,6,11,23,10,2016,5,5,24.21898112387695
6,6,10,23,10,2016,5,5,24.948917988163558
6,6,7,23,10,2016,5,5,23.383084297781423
6,6,5,23,10,2016,5,5,24.36016100631159
6,6,4,23,10,2016,5,5,24.30810253928395
6,6,3,23,10,2016,5,5,25.114070827398013
6,6,2,23,10,2016,5,5,25.691532257345823
6,6,1,23,10,2016,5,5,25.3453909157756
6,6,0,23,10,2016,5,5,22.904347919080475
7,7,24,23,10,2016,5,5,26.319198839867916
7,7,23,23,10,2016,5,5,26.12027478836105
7,7,22,23,10,2016,5,5,27.41778308975293
7,7,21,23,10,2016,5,5,30.903858106420905
7,7,20,23,10,2016,5,5,26.016237025126415
7,7,19,23,10,2016,5,5,24.832900940921764
7,7,18,23,10,2016,5,5,25.338287657506278
7,7,17,23,10,2016,5,5,25.98026009905123
7,7,16,23,10,2016,5,5,34.322766002705265
7,7,15,23,10,2016,5,5,26.090026428146295
7,7,14,23,10,2016,5,5,31.801368902480327
7,7,13,23,10,2016,5,5,22.101530791286343
7,7,12,23,10,2016,5,5,29.57638126166436
7,7,11,23,10,2016,5,5,25.17673029775812
7,7,10,23,10,2016,5,5,23.550236377090116
7,7,9,23,10,2016,5,5,27.95597250903382
7,7,8,23,10,2016,5,5,31.83511279660368
7,7,7,23,10,2016,5,5,31.583634477714284
7,7,6,23,10,2016,5,5,25.818866163574036
7,7,5,23,10,2016,5,5,26.338824766221983
7,7,4,23,10,2016,5,5,30.047977240716357
7,7,3,23,10,2016,5,5,29.879387653376135
7,7,2,23,10,2016,5,5,33.93724080139439
7,7,1,23,10,2016,5,5,21.767206962697557
7,7,0,23,10,2016,5,5,29.798897713116375
8,8,24,23,10,2016,5,5,14.404221013838775
8,8,23,23,10,2016,5,5,22.073176136179313
8,8,22,23,10,2016,5,5,18.828335680383482
8,8,21,23,10,2016,5,5,18.45072020020196
8,8,20,23,10,2016,5,5,20.928498455855053
8,8,19,23,10,2016,5,5,17.186997006277906
8,8,18,23,10,2016,5,5,21.381625534064153
8,8,17,23,10,2016,5,5,22.65315464281656
8,8,16,23,10,2016,5,5,18.344650442917285
8,8,15,23,10,2016,5,5,15.976853030790462
8,8,14,23,10,2016,5,5,16.046709638957985
8,8,13,23,10,2016,5,5,18.523649661380595
8,8,12,23,10,2016,5,5,24.486490302911907
8,8,11,23,10,2016,5,5,11.324043531940497
8,8,10,23,10,2016,5,5,19.71143603897562
8,8,9,23,10,2016,5,5,15.353055768355954
8,8,8,23,10,2016,5,5,18.04717186250895
8,8,7,23,10,2016,5,5,17.189906044179867
8,8,6,23,10,2016,5,5,13.294628410142508
8,8,5,23,10,2016,5,5,13.18479959590022
8,8,4,23,10,2016,5,5,21.09661843418906
8,8,3,23,10,2016,5,5,14.365876113006223
8,8,2,23,10,2016,5,5,22.601467568415497
8,8,1,23,10,2016,5,5,10.405467710622254
8,8,0,23,10,2016,5,5,11.083513670056053
9,9,24,23,10,2016,5,5,10.364807915024183
9,9,23,23,10,2016,5,5,14.324815913355328
9,9,22,23,10,2016,5,5,27.56378160903262
9,9,21,23,10,2016,5,5,16.212064944691555
9,9,20,23,10,2016,5,5,23.116108212032085
9,9,19,23,10,2016,5,5,23.53670069713748
9,9,18,23,10,2016,5,5,16.4252804258155
9,9,16,23,10,2016,5,5,19.802619204057056
9,9,15,23,10,2016,5,5,21.752138473830854
9,9,14,23,10,2016,5,5,19.62900709857258
9,9,13,23,10,2016,5,5,13.993308310573546
9,9,12,23,10,2016,5,5,19.23098379511725
9,9,11,23,10,2016,5,5,16.247648475208145
9,9,10,23,10,2016,5,5,19.683347749345085
9,9,9,23,10,2016,5,5,13.552357834068165
9,9,8,23,10,2016,5,5,16.53955541614018
9,9,7,23,10,2016,5,5,16.537653177312016
9,9,3,23,10,2016,5,5,14.883360909192005
9,9,1,23,10,2016,5,5,19.99246400124262
9,9,0,23,10,2016,5,5,18.235193135272777
10,10,24,23,10,2016,5,5,17.693449326911733
11,11,24,23,10,2016,5,5,18.46034745701371
11,11,23,23,10,2016,5,5,16.860347286965187
11,11,22,23,10,2016,5,5,12.228359139671484
11,11,21,23,10,2016,5,5,15.19676545583156
11,11,20,23,10,2016,5,5,30.017501724131375
11,11,19,23,10,2016,5,5,20.902352332566398
11,11,18,23,10,2016,5,5,21.442315718163613
11,11,17,23,10,2016,5,5,18.766115391101277
11,11,16,23,10,2016,5,5,15.59293638916439
11,11,15,23,10,2016,5,5,27.255689795855663
11,11,14,23,10,2016,5,5,16.576140864865547
11,11,13,23,10,2016,5,5,19.910117011113595
11,11,12,23,10,2016,5,5,19.729019851991445
11,11,11,23,10,2016,5,5,15.38877853953553
11,11,10,23,10,2016,5,5,23.342020978010925
11,11,9,23,10,2016,5,5,11.427611129419716
11,11,8,23,10,2016,5,5,23.303225868675458
11,11,7,23,10,2016,5,5,21.605657528261414
11,11,6,23,10,2016,5,5,19.063986707621382
11,11,5,23,10,2016,5,5,14.254510855569265
11,11,4,23,10,2016,5,5,15.582506244255121
11,11,3,23,10,2016,5,5,25.35628280008435
11,11,2,23,10,2016,5,5,18.4431671784277
11,11,1,23,10,2016,5,5,16.94664949839839
11,11,0,23,10,2016,5,5,19.538240133352044
12,12,24,23,10,2016,5,5,8.878918229837373
13,13,24,23,10,2016,5,5,15.979943815760926
14,14,24,23,10,2016,5,5,6.845973615415977
15,15,24,23,10,2016,5,5,12.675332821861609
15,15,23,23,10,2016,5,5,16.475164780121016
15,15,22,23,10,2016,5,5,12.266903099129618
15,15,21,23,10,2016,5,5,19.741663304244437
15,15,20,23,10,2016,5,5,19.208096156769418
15,15,19,23,10,2016,5,5,10.959729696716455
15,15,18,23,10,2016,5,5,18.72753470238887
15,15,17,23,10,2016,5,5,7.7337781846069
15,15,16,23,10,2016,5,5,18.737261079253095
15,15,15,23,10,2016,5,5,22.807370152571867
15,15,14,23,10,2016,5,5,14.730408656542194
15,15,13,23,10,2016,5,5,16.864053634904998
15,15,12,23,10,2016,5,5,17.11601066094898
15,15,11,23,10,2016,5,5,17.881800360406846
15,15,10,23,10,2016,5,5,12.639293758570169
15,15,9,23,10,2016,5,5,5.813590682186327
15,15,8,23,10,2016,5,5,19.964918576664648
15,15,7,23,10,2016,5,5,14.668561049224037
15,15,6,23,10,2016,5,5,26.24570188627231
15,15,5,23,10,2016,5,5,19.057757000908644
15,15,4,23,10,2016,5,5,9.74729192970831
15,15,3,23,10,2016,5,5,13.807360225932662
15,15,2,23,10,2016,5,5,15.686830037272237
15,15,1,23,10,2016,5,5,21.55278859229394
15,15,0,23,10,2016,5,5,25.98343625744247
16,16,24,23,10,2016,5,5,9.547546726620958
17,17,24,23,10,2016,5,5,10.223274034455741
18,18,24,23,10,2016,5,5,16.677169243100966
18,18,23,23,10,2016,5,5,20.608624890604553
20,20,23,23,10,2016,5,5,32.66765535980032
20,20,22,23,10,2016,5,5,35.29894935269676
20,20,21,23,10,2016,5,5,35.0900866999455
20,20,19,23,10,2016,5,5,45.947213776217396
21,21,24,23,10,2016,5,5,26.918901298921487
21,21,23,23,10,2016,5,5,26.76543782015287
21,21,22,23,10,2016,5,5,36.223588064013164
21,21,21,23,10,2016,5,5,30.892639975302572
21,21,19,23,10,2016,5,5,32.6351733046327
22,22,24,23,10,2016,5,5,23.683817411436127
22,22,23,23,10,2016,5,5,30.038110067649598
22,22,22,23,10,2016,5,5,24.305590445413095
23,23,24,23,10,2016,5,5,18.745676255956354
23,23,23,23,10,2016,5,5,18.172237899130845
23,23,22,23,10,2016,5,5,23.410199429931616
23,23,21,23,10,2016,5,5,26.962931861633816
23,23,20,23,10,2016,5,5,21.733602983298702
23,23,19,23,10,2016,5,5,18.2841599296357
23,23,18,23,10,2016,5,5,19.20891137511447
23,23,17,23,10,2016,5,5,19.497336419314905
23,23,16,23,10,2016,5,5,25.099671441340867
23,23,15,23,10,2016,5,5,23.078681066626
23,23,14,23,10,2016,5,5,28.620479836233898
23,23,13,23,10,2016,5,5,31.719630151528612
23,23,12,23,10,2016,5,5,21.553774924545113
23,23,11,23,10,2016,5,5,17.5623655765201
23,23,10,23,10,2016,5,5,28.84991549246619
23,23,9,23,10,2016,5,5,22.223642845412574
23,23,8,23,10,2016,5,5,24.67717655411526
23,23,7,23,10,2016,5,5,13.87472680864693
23,23,6,23,10,2016,5,5,24.03043163084578
23,23,5,23,10,2016,5,5,19.879979477583127
23,23,4,23,10,2016,5,5,19.51107937166394
23,23,3,23,10,2016,5,5,21.096470827921568
23,23,2,23,10,2016,5,5,26.73740147420139
23,23,1,23,10,2016,5,5,15.180797140115397
23,23,0,23,10,2016,5,5,25.742034012188153
24,0,24,24,10,2016,5,5,20.786303207169823
24,0,23,25,10,2016,5,5,29.03845825218902
24,0,22,26,10,2016,5,5,22.249740548443693
24,0,20,28,10,2016,5,5,20.888885624092914
24,0,18,30,10,2016,5,5,21.527269300820436
24,0,17,31,10,2016,5,5,23.196346585345626
24,0,16,32,10,2016,5,5,25.59195165404983
24,0,15,33,10,2016,5,5,23.794522053140557
24,0,14,34,10,2016,5,5,20.585729139551336
24,0,13,35,10,2016,5,5,25.424642603486653
24,0,12,36,10,2016,5,5,33.91866800009837
24,0,11,37,10,2016,5,5,26.78278494468668
24,0,10,38,10,2016,5,5,27.538879459140247
24,0,9,39,10,2016,5,5,32.12919209001592
24,0,8,40,10,2016,5,5,26.396523641427972
24,0,7,41,10,2016,5,5,34.7049649703649
24,0,6,42,10,2016,5,5,28.616771192758225
24,0,5,43,10,2016,5,5,25.72148441066212
24,0,4,44,10,2016,5,5,23.798595521296573
24,0,3,45,10,2016,5,5,24.383520438095417
24,0,2,46,10,2016,5,5,32.065021990784054
24,0,0,48,10,2016,5,5,29.112327663003974
25,1,24,49,10,2016,5,5,20.599943238197483
25,1,23,50,10,2016,5,5,22.95662999445041
25,1,22,51,10,2016,5,5,23.1959332998927
25,1,21,52,10,2016,5,5,25.659051589430554
25,1,20,53,10,2016,5,5,23.208088741270778
25,1,19,54,10,2016,5,5,23.690367382114605
25,1,18,55,10,2016,5,5,24.513430013568172
25,1,17,56,10,2016,5,5,31.688912328150202
25,1,16,57,10,2016,5,5,27.08616832268051
25,1,15,58,10,2016,5,5,27.933930130124736
25,1,14,59,10,2016,5,5,24.875345181033815
25,1,13,60,10,2016,5,5,22.845468823295402
25,1,12,61,10,2016,5,5,26.266128823598425
25,1,11,62,10,2016,5,5,26.27186683345423
25,1,10,63,10,2016,5,5,35.4410221143754
25,1,9,64,10,2016,5,5,30.45808236454649
25,1,8,65,10,2016,5,5,18.732677457918278
25,1,7,66,10,2016,5,5,25.414180143224744
25,1,6,67,10,2016,5,5,29.281486540147547
25,1,5,68,10,2016,5,5,26.86804024975046
25,1,4,69,10,2016,5,5,21.42908371444443
25,1,3,70,10,2016,5,5,25.019688840723635
25,1,2,71,10,2016,5,5,21.601381480478707
25,1,1,72,10,2016,5,5,24.21917635351869
25,1,0,73,10,2016,5,5,21.672765360401925
26,2,24,74,10,2016,5,5,15.86121412966384
26,2,23,75,10,2016,5,5,18.056744140887087
26,2,22,76,10,2016,5,5,17.78053174451748
26,2,21,77,10,2016,5,5,16.496865903828272
26,2,20,78,10,2016,5,5,18.47041940160716
26,2,19,79,10,2016,5,5,28.24784084743722
26,2,18,80,10,2016,5,5,19.114376875962172
26,2,17,81,10,2016,5,5,10.816360086641065
26,2,16,82,10,2016,5,5,12.689951371181277
26,2,15,83,10,2016,5,5,20.15487898367848
26,2,14,84,10,2016,5,5,14.558482072306834
26,2,13,85,10,2016,5,5,25.721814308045573
26,2,12,86,10,2016,5,5,19.33381698860447
26,2,11,87,10,2016,5,5,21.45906200138974
26,2,10,88,10,2016,5,5,24.060504348973037
26,2,9,89,10,2016,5,5,18.93298966542911
26,2,8,90,10,2016,5,5,25.571445168517805
26,2,7,91,10,2016,5,5,21.41807828323984
26,2,6,92,10,2016,5,5,19.01854597880249
26,2,5,93,10,2016,5,5,21.775596464913242
26,2,4,94,10,2016,5,5,26.48852178756198
26,2,3,95,10,2016,5,5,15.534836192179892
26,2,2,96,10,2016,5,5,22.16974980973337
26,2,1,97,10,2016,5,5,19.803424607361688
26,2,0,98,10,2016,5,5,13.63154636594426
27,3,24,99,10,2016,5,5,7.761394333399878
27,3,23,100,10,2016,5,5,19.149354160742323
27,3,22,101,10,2016,5,5,17.696317492405335
27,3,21,102,10,2016,5,5,16.768483845945056
27,3,20,103,10,2016,5,5,3.8286954272468705
27,3,19,104,10,2016,5,5,5.7885717614299175
27,3,18,105,10,2016,5,5,12.552227036398842
27,3,17,106,10,2016,5,5,25.451681895360025
27,3,16,107,10,2016,5,5,17.94935589479803
27,3,15,108,10,2016,5,5,22.454484082189754
27,3,14,109,10,2016,5,5,14.53220467307955
27,3,13,110,10,2016,5,5,11.376821242114337
27,3,12,111,10,2016,5,5,25.32806801639731
27,3,11,112,10,2016,5,5,13.63392864589941
27,3,10,113,10,2016,5,5,9.25731016377966
27,3,9,114,10,2016,5,5,16.647669270984796
27,3,8,115,10,2016,5,5,15.180794124533099
27,3,7,116,10,2016,5,5,15.158675954474612
27,3,6,117,10,2016,5,5,20.88427309538295
27,3,5,118,10,2016,5,5,17.683413425919987
27,3,4,119,10,2016,5,5,25.133725697427202
27,3,3,120,10,2016,5,5,6.507647465174806
27,3,2,121,10,2016,5,5,21.109084984665827
27,3,1,122,10,2016,5,5,16.85742514250733
27,3,0,123,10,2016,5,5,20.501178492332016
28,4,24,124,10,2016,5,5,18.993540016893405
28,4,23,125,10,2016,5,5,23.19215410655098
28,4,22,126,10,2016,5,5,23.49901232955119
28,4,21,127,10,2016,5,5,23.58253231310506
28,4,20,128,10,2016,5,5,25.66987078033988
28,4,19,129,10,2016,5,5,24.092282365621553
28,4,18,130,10,2016,5,5,23.02954476720844
28,4,17,131,10,2016,5,5,25.597349013121462
28,4,16,132,10,2016,5,5,28.54254667097043
28,4,15,133,10,2016,5,5,25.857047349652166
28,4,14,134,10,2016,5,5,21.328913750418227
28,4,13,135,10,2016,5,5,26.94649106470356
28,4,12,136,10,2016,5,5,18.76482331058204
28,4,11,137,10,2016,5,5,27.37902299950947
28,4,10,138,10,2016,5,5,21.751961033384227
28,4,9,139,10,2016,5,5,23.618971544575995
28,4,8,140,10,2016,5,5,26.256294119169837
28,4,7,141,10,2016,5,5,17.680443825328364
28,4,6,142,10,2016,5,5,29.69024973178472
28,4,5,143,10,2016,5,5,23.067197386904695
28,4,4,144,10,2016,5,5,18.562129827964846
28,4,3,145,10,2016,5,5,23.93500515529549
28,4,2,146,10,2016,5,5,26.75652985758349
28,4,1,147,10,2016,5,5,28.02834524649908
28,4,0,148,10,2016,5,5,15.510290099645452
29,5,24,149,10,2016,5,5,6.867586429221518
29,5,23,150,10,2016,5,5,17.934321464654417
29,5,22,151,10,2016,5,5,21.7526708294258
29,5,21,152,10,2016,5,5,20.828787501920658
29,5,20,153,10,2016,5,5,13.073200002741247
29,5,19,154,10,2016,5,5,18.500569744098662
29,5,18,155,10,2016,5,5,21.837183305696616
29,5,17,156,10,2016,5,5,15.698066275076426
29,5,16,157,10,2016,5,5,14.315894355140983
29,5,15,158,10,2016,5,5,20.09568394207972
29,5,14,159,10,2016,5,5,16.1811402683832
29,5,13,160,10,2016,5,5,21.567883927507477
29,5,12,161,10,2016,5,5,20.786452391123913
29,5,11,162,10,2016,5,5,23.064118059552698
29,5,10,163,10,2016,5,5,14.442208466068843
29,5,9,164,10,2016,5,5,13.651309281267443
29,5,8,165,10,2016,5,5,11.342849151169998
29,5,7,166,10,2016,5,5,17.55223849059283
29,5,6,167,10,2016,5,5,18.34108784129401
29,5,5,168,10,2016,5,5,11.868515581278235
29,5,4,169,10,2016,5,5,12.9964307172082
29,5,3,170,10,2016,5,5,17.975461465387955
29,5,2,171,10,2016,5,5,12.641287776393408
29,5,1,172,10,2016,5,5,11.245377507584301
29,5,0,173,10,2016,5,5,10.067322004912468
30,6,24,174,10,2016,5,5,8.862724956806922
30,6,23,175,10,2016,5,5,15.731549575291975
30,6,22,176,10,2016,5,5,11.387702863960257
30,6,21,177,10,2016,5,5,13.791078279756526
30,6,20,178,10,2016,5,5,10.731306942239405
30,6,19,179,10,2016,5,5,13.98264336954732
30,6,18,180,10,2016,5,5,19.041298294496823
30,6,17,181,10,2016,5,5,17.739255526566055
30,6,16,182,10,2016,5,5,15.909605845356408
30,6,15,183,10,2016,5,5,15.923202751501792
30,6,14,184,10,2016,5,5,16.262185954281602
30,6,13,185,10,2016,5,5,16.350578024906913
30,6,12,186,10,2016,5,5,15.878176265245305
30,6,11,187,10,2016,5,5,9.148600360651942
30,6,10,188,10,2016,5,5,19.39703156151715
30,6,9,189,10,2016,5,5,18.96895351981857
30,6,8,190,10,2016,5,5,16.988984572931322
30,6,7,191,10,2016,5,5,6.565747715123243
30,6,6,192,10,2016,5,5,9.114395470988493
30,6,5,193,10,2016,5,5,23.616970321292115
30,6,4,194,10,2016,5,5,15.05140944985205
30,6,3,195,10,2016,5,5,15.790989798384059
30,6,2,196,10,2016,5,5,19.080579924793902
30,6,1,197,10,2016,5,5,26.77274620319372
30,6,0,198,10,2016,5,5,26.53254631585736
31,7,24,199,10,2016,5,5,27.164867379588408
31,7,23,200,10,2016,5,5,18.55277526602338
32,8,24,224,10,2016,5,5,16.159201447918164
32,8,23,225,10,2016,5,5,16.702684376006626
33,9,24,249,10,2016,5,5,20.101323609890695
34,10,24,274,10,2016,5,5,16.88958065630567
34,10,23,275,10,2016,5,5,26.652893617825928
35,11,24,299,10,2016,5,5,23.07286138401988
35,11,23,300,10,2016,5,5,21.632627771631462
36,12,24,324,10,2016,5,5,20.625800248044172
37,13,24,349,10,2016,5,5,20.765929939231086
38,14,24,374,10,2016,5,5,19.957336738827088
39,15,24,399,10,2016,5,5,18.257304021075758
40,16,24,424,10,2016,5,5,17.26985983024737
41,17,24,449,10,2016,5,5,20.646763412064487
41,17,23,450,10,2016,5,5,24.79135478291004
42,18,24,474,10,2016,5,5,22.48065833377308
43,19,24,499,10,2016,5,5,25.649078680172117
43,19,23,500,10,2016,5,5,25.811118115502858
44,20,24,524,10,2016,5,5,22.407028381079535
44,20,23,525,10,2016,5,5,34.8780061111674
44,20,22,526,10,2016,5,5,11.013260775578917
44,20,21,527,10,2016,5,5,30.084285375048793
45,21,24,549,10,2016,5,5,20.126406117348978
46,22,24,574,10,2016,5,5,19.272685501284528
47,23,24,599,10,2016,5,5,15.122464935077694
48,0,24,625,10,2016,5,5,16.576644521416533
48,0,23,627,10,2016,5,5,23.535710564393277
48,0,22,629,10,2016,5,5,23.592482327431632
48,0,20,633,10,2016,5,5,23.179707052714278
48,0,19,635,10,2016,5,5,28.155614396506465
48,0,18,637,10,2016,5,5,22.549624006318524
48,0,17,639,10,2016,5,5,25.084629926960872
48,0,16,641,10,2016,5,5,22.453153539272613
48,0,15,643,10,2016,5,5,22.71829054038328
48,0,14,645,10,2016,5,5,38.2778487697838
48,0,13,647,10,2016,5,5,25.595193838489603
48,0,12,649,10,2016,5,5,18.07383404674287
48,0,10,653,10,2016,5,5,25.192920788725196
48,0,9,655,10,2016,5,5,25.86095884619369
48,0,8,657,10,2016,5,5,24.705167206623543
48,0,7,659,10,2016,5,5,14.26507693583816
48,0,6,661,10,2016,5,5,33.83531832847349
48,0,5,663,10,2016,5,5,27.335368837223935
48,0,4,665,10,2016,5,5,26.930330026851205
48,0,3,667,10,2016,5,5,25.163755775254334
48,0,2,669,10,2016,5,5,19.936677048623416
48,0,1,671,10,2016,5,5,19.68486664616436
48,0,0,673,10,2016,5,5,21.49463256092824
