@RELATION training

@ATTRIBUTE currentTimeSlot NUMERIC
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE hourAhead NUMERIC
@ATTRIBUTE date NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE NUMBER_OF_BROKERS NUMERIC
@ATTRIBUTE NUMBER_OF_PRODUCERS NUMERIC
@ATTRIBUTE MarketClearingPrice NUMERIC

@DATA

0,0,24,23,10,2016,5,5,19.00914215972719
0,0,23,23,10,2016,5,5,23.499404771258867
0,0,22,23,10,2016,5,5,23.499404771258867
0,0,21,23,10,2016,5,5,23.499404771258867
0,0,20,23,10,2016,5,5,23.499404771258867
0,0,19,23,10,2016,5,5,23.499404771258867
0,0,18,23,10,2016,5,5,23.499404771258867
0,0,17,23,10,2016,5,5,23.499404771258867
0,0,16,23,10,2016,5,5,23.499404771258867
0,0,15,23,10,2016,5,5,23.499404771258867
0,0,14,23,10,2016,5,5,23.499404771258867
0,0,13,23,10,2016,5,5,23.499404771258867
0,0,12,23,10,2016,5,5,29.215604136941028
0,0,11,23,10,2016,5,5,28.825604136941024
0,0,10,23,10,2016,5,5,28.825604136941024
0,0,9,23,10,2016,5,5,25.315604136941026
0,0,8,23,10,2016,5,5,28.825604136941024
0,0,7,23,10,2016,5,5,29.215604136941028
0,0,6,23,10,2016,5,5,28.825604136941024
0,0,5,23,10,2016,5,5,25.315604136941026
0,0,4,23,10,2016,5,5,28.825604136941024
0,0,3,23,10,2016,5,5,29.215604136941028
0,0,2,23,10,2016,5,5,28.825604136941024
0,0,1,23,10,2016,5,5,28.825604136941024
0,0,0,23,10,2016,5,5,28.825604136941024
1,1,24,23,10,2016,5,5,18.849314781184994
1,1,23,23,10,2016,5,5,21.29966212831863
1,1,22,23,10,2016,5,5,24.504077122524254
1,1,21,23,10,2016,5,5,24.504077122524254
1,1,20,23,10,2016,5,5,25.51104020094431
1,1,19,23,10,2016,5,5,25.331894298922567
1,1,18,23,10,2016,5,5,24.792331349716463
1,1,17,23,10,2016,5,5,26.347661448585445
1,1,16,23,10,2016,5,5,24.504077122524254
1,1,15,23,10,2016,5,5,24.504077122524254
1,1,14,23,10,2016,5,5,24.504077122524254
1,1,13,23,10,2016,5,5,24.504077122524254
1,1,12,23,10,2016,5,5,24.504077122524254
1,1,11,23,10,2016,5,5,24.830490218712107
1,1,10,23,10,2016,5,5,24.504077122524254
1,1,9,23,10,2016,5,5,24.504077122524254
1,1,8,23,10,2016,5,5,27.713998952661107
1,1,7,23,10,2016,5,5,26.60729612449441
1,1,6,23,10,2016,5,5,25.23098437115819
1,1,5,23,10,2016,5,5,24.504077122524254
1,1,4,23,10,2016,5,5,24.504077122524254
1,1,3,23,10,2016,5,5,24.90451428347881
1,1,2,23,10,2016,5,5,26.032421647607663
1,1,1,23,10,2016,5,5,24.504077122524254
1,1,0,23,10,2016,5,5,24.504077122524254
2,2,23,23,10,2016,5,5,9.466562750065528
